ARDEL	ARCO	ARCUSN	ARNAME	ARADR1	ARADR2	ARADR3	ARADR4	ARZIP5	ARZIP9	ARZP14	ARTOTD	ARCURD	AR0110	AR1120	AR2130	AROV30	ARPYMT	ARPDAT	ARPREP	ARMTDS	ARYTDS	ARSTMT	ARFINA	ARPBAL	ARFINC	ARMCPD	ARYCPD	ARCLMT	ARAREA	ARTELE	ARSLSN	ARTERM	ARSTAX	ARLSTN	ARGRUP	ARMILS	ARHIBL	ARHIDT	ARINTR	ARSTAT	AREFT	ARGCO	ARGCUS	ARPDA8	ARHID8	ARCUCL	AREDI	ARCLPB	ARWIRE	ARFEIN	ARPMCL	ARPRMV	ARF001
A	10	2160	INDUSTRIAL RAW MATERIALS      	112 WEST 56TH STREET          	NEW YORK, NY 10019            	                              	                              	10019	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	20783.40	112519	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	150000	212	6888080	49	3	    	INDUSTRIAL	  	0	0.00	0	0	NY	Y	10	2160	20191125	0	I	 	 	 	0	   	 	                                         
A	10	2169	INNOVATIVE ENERGY SYSTEMS LLC 	2999 JUDGE ROAD               	OAKFIELD NY  14125            	                              	                              	14125	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-4924.50	92314	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	585	9488580	5	3	    	INNOVATIVE	BP	0	0.00	0	0	NY	N	10	2169	20140923	0	B	 	 	 	0	   	 	                                         
A	10	2170	INNOVATIVE SERVICES           	2700 WEST COLLEGE AVE.  #314  	APPLETON, WI  54914           	                              	                              	54914	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	920	7256837	14	9	    	INNOVATIVE	  	0	0.00	0	0	WI	N	10	2170	20000000	0	I	 	 	 	0	   	 	                                         
A	10	2171	INTERNATIONAL CHEMICAL CO.    	2628 NORTH MASCHER STREET     	PHILADELPHIA, PA  19133       	                              	                              	19133	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	1164.80	122721	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	50000	215	3279237	57	3	    	INTERN    	CD	0	0.00	0	0	PA	N	10	2171	20211227	0	I	 	 	 	230724660	   	 	                                         
A	10	2172	INNOVATIVE TOOLING & ACCESS.  	4392 GESSNER DRIVE            	HOUSTON, TX  77041            	                              	                              	77041	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	342.40	20507	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	9969909	18	3	    	INNOVATIVE	CD	0	0.00	0	0	TX	N	10	2172	20070205	0	I	 	 	 	0	   	 	                                         
A	10	2173	INTERLUBE CORPORATION         	4646 BAKER AVE                	CINCINNATI, OH 45212-2594     	                              	                              	45212	2594	00000	0.00	0.00	0.00	0.00	0.00	0.00	-3974.88	101724	0.00	0.00	3974.88	Y	0.00	0.00	N	0.00	3974.88	0	513	5311777	37	9	    	INTERL    	CD	0	0.00	0	0	PA	N	10	2173	20241017	0	U	 	 	 	0	   	 	                                         
A	10	2174	INTERKEM, LLC                 	3730 THUNDER WAY              	MARIETTA, GA 30066            	                              	                              	30066	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	2472.80	122311	0.00	0.00	0.00	 	0.00	0.00	N	0.00	0.00	25000	770	9710681	4	3	    	INTER     	CD	0	0.00	0	0	GA	N	10	2174	20111223	0	I	 	 	 	0	   	 	                                         
A	10	2175	INTERNATIONAL PETROLEUM       	P.O. 262                      	ST. MARYS WV  26170           	                              	                              	26170	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	4819.88	120803	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	304	6843733	42	14	    	INTERNATIO	  	0	0.00	0	0	WV	N	10	2175	20031208	0	B	 	 	 	0	   	 	                                         
A	10	2176	INTERNATIONAL RIG EQUIPMENT   	551 LEAGUE CITY PARKWAY       	SUITE G                       	LEAGUE CITY, TX  77573        	                              	77573	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-478.40	91013	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	281	3385076	18	9	    	INTERNA   	CD	0	0.00	0	0	TX	N	10	2176	20130910	0	I	 	 	 	0	   	 	                                         
A	10	2178	INTERNATIONAL STEEL GROUP, INC	ATTN: SHARON BOYD             	3060 EGGERS AVENUE            	CLEVELAND, OH  44105          	                              	44105	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	5699.59	10907	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	216	4297526	18	10	    	INTERNATIO	CD	0	0.00	0	0	OH	N	10	2178	20070109	0	F	 	 	 	0	   	 	                                         
A	10	2180	INTERSTATE CHEMICAL COMPANY   	2797 FREEDLAND ROAD           	HERMITAGE, PA 16148-0210      	                              	                              	16148	0210	00000	0.00	0.00	0.00	0.00	0.00	0.00	24829.35	111224	0.00	0.00	49673.17	Y	0.00	0.00	N	0.00	49673.17	100000	724	9813771	57	14	    	INTERSTATE	D 	0	49673.17	241031	0	PA	Y	10	2180	20241112	20241031	I	 	 	 	0	   	 	                                         
A	10	2183	INTERSTATE PETROLEUM PRODUCTS 	3635 DANBURY RD.              	BREWSTER, NY  10509           	DO NOT USE***USE 2184         	                              	10509	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	12140.16	42800	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	914	2795625	35	26	    	IPPI      	D 	0	0.00	0	0	NY	Y	10	2183	20000428	0	B	 	 	 	0	   	 	                                         
A	10	2184	IPPI LUBRICANTS               	P.O. BOX 607                  	BREWSTER, NY 10509            	                              	                              	10509	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	23198.55	103006	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	845	2795625	5	3	    	IPPI LUBRI	  	0	0.00	0	0	NY	Y	10	2184	20061030	0	B	 	 	 	0	   	 	                                         
A	10	2187	MAGNETTI MARELLI SUSPENSIONS  	181 BENNETT DRIVE             	PULASKI, TN  38478            	                              	                              	38478	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	17425.64	32117	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	931	4247817	18	3	    	MAGNETI   	CD	0	0.00	0	0	TN	N	10	2187	20170321	0	I	 	 	N	0	   	 	                                         
A	10	2190	INX INTERNATIONAL             	651 BONNIE LANE               	ELK GROVE VILLAGE, IL  60007  	                              	                              	60007	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	2732.40	21903	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	630	6817230	29	14	    	INX INTERN	CD	0	0.00	0	0	IL	N	10	2190	20030219	0	I	 	 	 	0	   	 	                                         
A	10	2192	M & M SMOKE SHOP              	2165 RT. 219                  	LIMESTONE, NY  14753          	                              	                              	14753	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	13218.06	101204	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	716	9456600	18	3	    	M & M     	CD	0	0.00	0	0	NY	N	10	2192	20041012	0	F	 	 	 	0	   	 	                                         
A	10	2193	M.P.G. INDUSTRIES             	20604 S. AMHERST COURT        	JOLIET, IL  60433             	                              	                              	60433	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	23761.61	52019	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	815	7233392	29	3	    	M P G     	CD	0	0.00	0	0	IL	N	10	2193	20190520	0	I	 	 	 	0	   	 	                                         
A	10	2194	MADISON CHEMICAL COMPANY, INC.	1141 GRESHAM ROAD             	GOOD HOPE, GA  30641          	                              	                              	30641	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	42899.85	72722	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	165000	706	3424434	4	3	    	MADIS     	  	0	0.00	0	0	GA	Y	10	2194	20220727	0	I	 	Y	 	0	   	 	                                         
A	10	2195	MADISON COAL & SUPPLY CO      	                              	#2 PORT AMHERST DRIVE         	CHARLESTON, WV  25300-6699    	                              	25300	6669	00000	0.00	0.00	0.00	0.00	0.00	0.00	597.30	31805	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	999	9999999	16	3	    	MADISON C 	RR	0	0.00	0	0	WV	N	10	2195	20050318	0	R	 	 	 	0	   	 	                                         
A	10	2198	MAHARASHTRA SEAMLESS LIMIT    	402, SARJAN PLAZA 100         	DR. ANNIE BESANT ROAD         	WORLI, MUMBAI MAHARASHTRA     	400018 INDIA                  	     	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-2929.68	40313	0.00	0.00	0.00	 	0.00	0.00	N	0.00	0.00	0	0	0	18	9	    	MAHARA    	CD	0	0.00	0	0	XX	N	10	2198	20130403	0	I	 	 	 	0	   	 	                                         
A	10	2200	IPACO, INC.                   	ACCOUNTS PAYABLE              	18320 FRANJO RD.              	MIAMI, FL 33157               	                              	33157	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	11560.34	82412	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	305	2515060	18	14	    	IPACO INC.	CD	0	0.00	0	0	FL	N	10	2200	20120824	0	I	 	 	 	0	   	 	                                         
A	10	2201	TMK-IPSCO TUBULARS, INC.      	P.O. BOX 18                   	CAMANCHE, IA 52732            	                              	                              	52732	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	1619.16	41602	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	563	2420000	18	9	    	IPSCO     	CD	0	0.00	0	0	IA	N	10	4197	20020416	0	I	 	 	 	0	   	 	                                         
A	10	2203	IQA LUBE, INC.                	19407 PARK ROW #180           	HOUSTON, TX  77084            	                              	                              	77084	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	448.80	70703	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	281	8292515	4	12	    	IQA LUBE  	  	0	0.00	0	0	TX	N	10	2203	20030707	0	I	 	 	 	0	   	 	                                         
A	10	2205	IRVING BLENDING & PACKAGING   	(FORMERLY COASTAL BLENDING)   	P.O. BOX 1169                 	SAINT JOHN, NB, CANADA        	E2L 4E6                       	E2L 4	E6  	00000	0.00	0.00	0.00	0.00	0.00	0.00	27541.44	22414	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	80000	506	6327000	4	3	    	IRVING    	CD	0	0.00	0	0	XX	N	10	2205	20140224	0	I	 	 	 	0	   	 	                                         
A	10	2208	IRVING LEVINE AUTOMOTIVE      	35 SHELTER ROCK ROAD          	DANBURY, CT  06810            	                              	                              	06810	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-8955.58	122314	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	203	7313010	34	3	    	IRVING    	D 	0	0.00	0	0	CT	N	10	2208	20141223	0	B	 	 	 	60765215	   	 	                                         
A	10	2210	IWASAKI CORPORATION           	2-8, ISOBEDORI 4-CHOME,CHOU-KU	KOBE, JAPAN   651-0084        	                              	                              	651-0	084 	00000	26603.20	26603.20	0.00	0.00	0.00	0.00	26603.20	110124	0.00	0.00	79809.60	Y	0.00	26603.20	N	0.00	119801.60	135000	0	0	4	3	    	IWASAKI CO	  	0	93198.40	241001	0	XX	N	10	2210	20241101	20241001	I	 	 	Y	0	   	 	                                         
A	10	2215	JACK BECKER DISTRIBUTORS, INC.	P.O. BOX 37589                	JACKSONVILLE, FL  32236-7589  	                              	                              	32236	7589	00000	0.00	0.00	0.00	0.00	0.00	0.00	133795.99	32712	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	90000	904	3548411	34	3	    	JACK BECKE	D 	0	0.00	0	0	FL	N	10	2215	20120327	0	B	 	 	 	0	   	 	                                         
A	10	2217	JACOBUS ENERGY, INC.          	P.O. BOX 13009                	MILWAUKEE, WI  53212          	                              	                              	53213	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	300000	414	3590700	18	1	    	JACOB     	CD	0	0.00	0	0	WI	Y	10	2217	0	0	F	 	 	 	0	   	 	                                         
A	10	2219	J&L INDUSTRIAL SUPPLY         	PO BOX 3359                   	LIVONIA, MI  48151-3359       	                              	                              	48151	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	394.90	70901	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	505	7928374	9	14	    	J&L IND   	  	0	0.00	0	0	MI	N	10	2219	20010709	0	I	 	 	 	0	   	 	                                         
A	10	2220	JAMES RIVER PETROLEUM         	1901 ROSENEATH RD.            	RICHMOND, VA  23230           	                              	                              	23230	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	14841.42	122304	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	804	3589000	36	3	    	JAMES     	D 	0	0.00	0	0	VA	N	10	2220	20041223	0	B	 	 	 	0	   	 	                                         
A	10	2221	J & S CHEMICAL                	170 N. INDUSTRIAL WAY         	CANTON, GA  30115             	                              	                              	30115	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	6124.89	110524	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	12355.88	10000	770	7208100	59	3	    	J & S CHEM	CD	0	12355.88	241001	0	GA	N	10	2221	20241105	20241001	I	 	 	 	0	   	 	                                         
A	10	2223	J2 SYSTEMS AND SUPPLY, LLC    	3820 N. KEYSTONE              	INDIANAPOLIS, IN  46205       	                              	                              	46205	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	26657.00	40921	0.00	0.00	0.00	 	0.00	0.00	 	0.00	0.00	100000	317	6023940	5	3	    	J2        	BP	0	0.00	0	0	IN	N	10	2223	20210409	0	R	 	 	 	0	   	 	                                         
A	10	2225	AXEL ROYAL LLC                	P.O. BOX 3308                 	TULSA, OK  74101              	                              	                              	74101	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	27911.50	81823	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	125000	918	5842671	29	3	    	AXEL ROYAL	CD	0	0.00	0	0	OK	N	10	2225	20230818	0	I	 	 	 	0	   	 	                                         
A	10	2227	ADE INDUSTRIES, LLC           	DBA JW PERKINS                	PO BOX 1137                   	ELYRIA, OH 44036-1137         	                              	44036	    	00000	28595.99	28595.99	0.00	0.00	0.00	0.00	28329.26	112224	0.00	0.00	56925.25	Y	0.00	28595.99	N	0.00	57452.87	25000	440	4585125	57	3	    	JW PERK   	CD	0	29123.61	241001	0	OH	N	10	2227	20241122	20241001	I	 	 	 	464594954	   	 	                                         
A	10	2229	JIMMY BOU DISTRIBUTORS, INC.  	1429-31 JESUS T. PINERO AVENUE	CAPARRA TERRACE               	SAN JUAN, PUERTO RICO  00920  	                              	00920	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-17.10	100316	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	787	7833640	8	9	    	JIMMY     	BP	0	0.00	0	0	XX	N	10	2229	20161003	0	E	 	 	 	0	   	 	                                         
A	10	2230	JET EXTERMINATING             	PO BOX 3084                   	ELMIRA, NY 14905              	                              	                              	14901	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	29.50	21198	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	607	7321149	13	9	    	JET EXTERM	CD	0	0.00	0	0	NY	N	10	2230	19980211	0	I	 	 	 	0	   	 	                                         
A	10	2231	JET-LUBE, INC.                	4849 HOMESTEAD RD., SUITE 232 	HOUSTON, TX  77028            	                              	                              	77028	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	2358.72	122415	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	6747617	4	3	    	JET-LUBE  	CD	0	0.00	0	0	TX	N	10	2231	20151224	0	U	 	 	 	0	   	 	                                         
A	10	2232	JOE DEFAZIO OIL CO.           	P.O. BOX 9143                 	MONONGAH, WV  26555           	                              	                              	26555	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	304	5343170	18	1	    	JOE DEFAZI	CD	0	0.00	0	0	WV	N	10	2232	20000000	0	F	 	 	 	550608001	   	 	                                         
A	10	2233	J-HOBBS MACHINE CORP.         	P.O. BOX 13868                	ODESSA, TX  79768             	                              	                              	79768	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-6420.67	120123	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	432	5631526	47	9	    	J HOBBS   	CD	0	0.00	0	0	TX	N	10	2233	20231201	0	I	 	 	 	0	   	 	                                         
A	10	2234	JOHN B. GREEN OIL COMPANY     	91 MCCRACKEN ROAD             	P.O. BOX 604                  	DUBOIS, PA  15801             	                              	15801	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	16265.52	92106	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	814	3714240	18	1	    	JOBBERS   	CD	0	0.00	0	0	PA	Y	10	2234	20060921	0	U	 	 	 	251099644	   	 	                                         
A	10	2235	JMC OILFIELD SERVICES INC     	802 LOVETT SUITE 100          	HOUSTON, TX  77006            	                              	                              	77006	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	931.12	42798	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	5249571	9	11	    	JMC       	  	0	0.00	0	0	TX	N	10	2235	19980427	0	I	 	 	 	0	   	 	                                         
A	10	2236	JOHN BONHAM ROAD EQUIPMENT &  	 SUPPLIES, INC                	1829 FAIR AVENUE              	P.O. BOX 270                  	HONESDALE, PA  18431          	18431	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	11424.81	111810	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	570	2533286	7	3	    	JOHN BONHA	CD	0	0.00	0	0	PA	N	10	2236	20101118	0	I	 	 	 	0	   	 	                                         
A	10	2237	JOHN L. ARMITAGE & COMPANY    	545 NATIONAL DRIVE            	GALLATIN, TN  37066           	                              	                              	37066	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	16236.15	112305	0.00	0.00	0.00	 	0.00	0.00	 	0.00	0.00	30000	615	4526556	26	3	    	ARMITAGE  	DD	0	0.00	0	0	TN	N	10	2237	20051123	0	I	 	 	 	0	   	 	                                         
A	10	2238	JONES BROS. OIL CO., INC.     	244 W. CENTRAL AVENUE         	P.O. BOX 43                   	RAVENNA OH 44266              	                              	44266	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	718.55	41003	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	330	2977429	14	3	    	JONES BROS	D 	0	0.00	0	0	OH	Y	10	2238	20030410	0	B	 	 	 	0	   	 	                                         
A	10	2240	JONES OIL, INC.               	4828 N SHEPARD ST             	HOUSTON, TX 77018             	                              	                              	77018	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	8751.36	111014	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	50000	713	6942329	18	3	    	JONES OIL 	CD	0	0.00	0	0	TX	N	10	2240	20141110	0	I	 	 	 	0	   	 	                                         
A	10	2241	JONES PETROLEUM SERVICES      	P.O. BOX 4276                 	PIKEVILLE, KY  41502          	                              	 ***BOUGHT MINER'S OIL***     	41502	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	-3544.00	22415	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	606	4325724	37	3	    	JONES PETR	 D	0	0.00	0	0	KY	Y	10	2241	20150224	0	B	 	 	 	0	   	 	                                         
A	10	2242	JPD SERVICES INCORPORATED     	6415 MESA DRIVE               	HOUSTON, TX  77028            	                              	                              	77028	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	2203.19	52510	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	10000	713	4643640	18	3	    	JPD       	CD	0	0.00	0	0	TX	N	10	2242	20100525	0	I	 	 	 	0	   	 	                                         
A	10	2243	JP SEXTON, LLC                	P.O. BOX 382                  	SUFFIELD, CT  06078           	                              	                              	06078	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	17755.40	22814	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	860	2920070	34	3	    	JP SEXTON 	 D	0	0.00	0	0	CT	N	10	2243	20140228	0	B	 	 	 	0	   	 	                                         
A	10	2245	JTC ENVIRONMENTAL             	P.O. BOX 997                  	MARYVILLE, IL  62062          	                              	                              	62024	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	8838.21	11011	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	100000	618	2541444	7	12	    	JTC PETROL	CD	0	0.00	0	0	IL	N	10	2245	20110110	0	I	 	 	 	0	   	 	                                         
A	10	2250	ADVANCED LUBRICATION          	 SPECIALTIES                  	420 IMPERIAL COURT EAST       	BENSALEM PA 19020             	                              	19020	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	22682.49	100324	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	22682.49	500000	800	3317884	59	3	    	ADVANCED L	  	0	22682.49	241001	0	PA	Y	10	2250	20241003	20241001	I	 	 	 	0	   	 	                                         
A	10	2255	THE JOSEPH F.BURKE CORPORATION	6965 TRUCK WORLD BLVD.        	HUBBARD, OH  44425            	                              	                              	44425	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	23035.23	81706	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	724	8671511	18	1	    	JOSEPH BUR	CD	0	0.00	0	0	OH	Y	10	2255	20060817	0	F	 	 	 	0	   	 	                                         
A	10	2260	JUPITER ALUMINUM              	1745 156TH STREET             	HAMMOND, IN 46320             	                              	                              	46320	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	9044.40	101502	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	219	9332787	37	14	    	JUPITER AL	CD	0	0.00	0	0	IN	N	10	2260	20021015	0	I	 	 	 	0	   	 	                                         
A	10	2270	K & L SALES                   	PMB 352                       	3600 DALLAS HIGHWAY, SUITE 230	MARIETTA, GA  30064           	                              	30064	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	10814.65	40109	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	25000	770	3558659	27	3	    	K & L SALE	CD	0	0.00	0	0	GA	N	10	2270	20090401	0	I	 	 	 	0	   	 	                                         
A	10	2280	KANE LUBRICANTS & FUELS LLC   	P.O. BOX 478                  	KANE, PA 16735                	                              	                              	16735	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	19245.20	101724	0.00	0.00	93796.04	Y	0.00	0.00	N	0.00	93796.04	125000	814	6887830	18	1	    	KANE LUBR 	D 	0	93796.04	241008	0	PA	Y	10	2280	20241017	20241008	F	 	 	 	931740333	   	 	                                         
A	10	2300	KARNAK CORP.                  	330 CENTRAL AVENUE            	CLARK, NJ 07066               	                              	                              	07066	0000	00000	21737.79	21737.79	0.00	0.00	0.00	0.00	23077.35	102524	0.00	0.00	90607.59	Y	0.00	21737.79	N	0.00	91637.10	400000	732	3880300	59	14	    	KARNAK COR	CD	0	46067.85	241017	0	NJ	N	10	2300	20241025	20241017	I	 	 	 	0	   	 	                                         
A	10	2302	KARNAK MIDWEST, LLC           	2601 GARDNER ROAD             	BROADVIEW IL 60154            	                              	                              	60154	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	12630.55	52220	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	100000	732	3880300	59	14	    	KARNAK    	CD	0	0.00	0	0	IL	Y	10	2302	20200522	0	I	 	 	 	0	   	 	                                         
A	10	2335	KANAWHA RIVER TOWING          	BOX 520                       	POINT PLEASANT, WV  25550     	                              	                              	25550	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	186.45	22601	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	999	9999999	16	3	    	KAWAWHA   	RR	0	0.00	0	0	WV	N	10	2335	20010226	0	R	 	 	 	0	   	 	                                         
A	10	2337	KAUFMAN PRODUCTS, INC.        	3811 CURTIS AVENUE            	BALTIMORE, MD  21226          	                              	                              	21226	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	215.50	100509	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	410	3548600	26	3	    	KAUFMAN   	CD	0	0.00	0	0	MD	N	10	2337	20091005	0	G	 	 	 	0	   	 	                                         
A	10	2340	KAYDON RING AND SEAL          	1600 WICOMICO STREET          	BALTIMORE, MD  21230          	                              	                              	21203	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	-152.12	121118	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	410	5477700	46	9	    	KAYDON    	CD	0	0.00	0	0	MD	N	10	2340	20181211	0	U	 	 	 	0	   	 	                                         
A	10	2348	K-SOLV, LP                    	908 TOWN & COUNTRY LANE #450  	HOUSTON, TX  77024            	                              	                              	77024	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	713	4685768	37	3	    	K-SOL     	CD	0	0.00	0	0	TX	N	10	2348	20000000	0	I	 	 	 	0	   	 	                                         
A	10	2350	KTA LTD.                      	P.O. BOX 283                  	LYNDELL, PA 19354             	                              	                              	19354	    	00000	0.00	0.00	0.00	0.00	0.00	0.00	21424.00	32522	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	75000	610	2695307	4	3	    	KTA       	  	0	0.00	0	0	PA	N	10	2350	20220325	0	I	 	 	 	0	   	 	                                         
A	10	2400	KELLER OIL                    	724 WASHINGTON STREET         	ST. MARY'S , PA 15857         	                              	                              	15857	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	2855.25	123102	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	814	7811507	14	1	    	KELLER OIL	D 	0	0.00	0	0	PA	N	10	2400	20021231	0	G	 	 	 	251086527	   	 	                                         
A	10	2405	KELLY AUTO PARTS              	329 WYOMING AVENUE            	WYOMING, PA 18644             	                              	                              	18644	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	61.01	50898	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	717	6930602	14	14	    	KELLY     	  	0	0.00	0	0	PA	N	10	2405	19980508	0	U	 	 	 	0	   	 	                                         
A	10	2408	KEMCO INTERNATIONAL INC       	P.O. BOX 467                  	9915 WEST MAPLE STREET        	ORLAND, IN 46776              	                              	46776	0000	00000	0.00	0.00	0.00	0.00	0.00	0.00	4288.24	60622	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	8000	260	8291263	4	3	    	KEMCO     	CD	0	0.00	0	0	IN	N	10	2408	20220606	0	I	 	 	 	0	   	 	                                         
A	10	2409	A.M.KEMPAC                    	575 BOWES RD., UNIT #6        	CONCORD, ONTARIO  L4K 1J5     	CANADA                        	                              	34201	1500	00000	0.00	0.00	0.00	0.00	0.00	0.00	12854.77	83103	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	905	6604550	9	12	    	KEMPAC    	  	0	0.00	0	0	XX	N	10	2409	20030831	0	U	N	 	 	0	   	 	                                         
A	10	2410	KENBEC, INC.                  	8134 BOULEVARD LEVESQUE       	LAVAL, QUEBEC  H7A 1V2        	CANADA                        	                              	87115	2000	00000	0.00	0.00	0.00	0.00	0.00	0.00	12903.18	71205	0.00	0.00	0.00	Y	0.00	0.00	N	0.00	0.00	0	450	6610411	5	14	    	KEN       	D 	0	0.00	0	0	XX	N	10	2410	20050712	0	B	 	 	 	0	   	 	                                         
